1,0.766126609,45
0,0.957151019,40
0,0.65818014,38
0,0.233809776,30
0,0.9072394,49
0,0.213178682,74
0,0.305682465,57
0,0.754463648,39
0,0.116950644,27
0,0.189169052,57
0,0.644225962,30
0,0.01879812,51
0,0.010351857,46
1,0.964672555,40
0,0.019656581,76
0,0.548458062,64
0,0.061086118,78
0,0.166284079,53
0,0.221812771,43
0,0.602794411,25
0,0.200923382,43
1,0.025655677,38
0,0.9999999,39
0,0.075426584,32
0,0.04656027,58
1,0.392248482,50
0,0.052436094,58
0,0.034421473,69
0,0.452515828,24
0,0.392994586,58
0,0.704073982,28
0,0.9999999,24
0,0.083418009,62
0,0.186868556,57
0,0.693329681,42
0,0,64
0,0.881836362,50
0,0.9999999,75
0,0.363636364,26
0,0.304490668,52
0,0.71998531,41
0,0.07289757,81
0,0.469056842,31
0,0.718705378,28
0,0.368875933,68
0,0.000602723,70
0,0.061440132,62
0,0.140110634,31
0,0.834048027,38
0,7.96E-05,70
0,0.818977517,73
1,0.728150491,31
0,0.9999999,62
0,0.028562367,51
0,0.992015968,29
0,0.070853769,55
0,0.454971915,46
0,0.401199782,64
0,0.541108804,43
0,0.655569945,35
0,0.651603452,58
0,0.027399502,69
0,0.101155821,72
0,0.009788862,46
0,0.337520702,60
0,0,67
0,0.750873672,55
0,0.006799093,27
0,0.004264079,31
0,0.26948375,64
0,0.265898391,36
0,0.142013011,67
0,0.827708197,56
0,0.059668871,31
1,0.13306279,49
0,0.234218112,36
0,0.122295933,29
0,0.460376317,37
0,0.335558577,69
0,0.270522569,41
0,0.183316667,52
0,0.074861676,66
0,0.017258977,53
0,0.054497069,56
0,0.029164236,31
0,0,58
0,0.360509632,58
0,0.003749688,64
1,0.734477501,45
0,0.080564168,60
0,0.039387786,51
0,0.023767433,83
0,0.784835658,52
0,0.888822236,34
0,0.791173628,44
0,0.24535301,37
0,0.542242704,48
0,0.010531379,57
0,0.363199686,32
0,0.032617977,75
0,0.013024674,61
0,0.019387779,34
0,0.634485057,52
0,0.888008615,44
0,0.003108849,57
0,0.114830941,46
0,0.018886792,80
0,0.635415157,32
0,0.9999999,62
0,0.041257909,61
0,0.096737158,47
0,0.31844615,58
0,0.186987534,52
0,0.006541851,68
