2,0.802982129,9120
0,0.121876201,2600
1,0.085113375,3042
0,0.036049682,3300
1,0.024925695,63588
0,0.375606969,3500
0,5710,0
0,0.209940017,3500
0,46,0
0,0.606290901,23684
0,0.30947621,2500
0,0.53152876,6501
0,0.298354075,12454
3,0.382964747,13700
0,477,0
0,0.209891754,11362
0,2058,0
0,0.18827406,8800
0,0.527887839,3280
0,0.065868263,333
0,0.430046338,12300
0,0.475841386,3000
0,0.241103559,2500
0,0.085512189,7916
0,0.241621845,2416
0,1.595253368,4676
0,0.097672186,8333
0,0.042383047,2500
0,0.011761247,3400
2,0.436102527,5500
1,0.155201143,4200
0,0.472703063,750
0,977,0
0,0.313812313,7000
2,0.257731959,2230
0,0.073538769,11000
3,0.567858035,4000
1,0.134078212,3400
0,0.00999001,1000
0,0.808340474,3500
1,0.539554464,5700
0,75,0
0,0.048211004,9250
0,0.170125614,3661
0,1687.5,1
0,0.177787036,16800
0,0.011167837,3133
0,0.689370485,1937
0,0.393662026,13000
0,0.256339661,6900
0,3095,0
0,0.824725092,3000
0,0,0
0,0.306381499,5750
0,0.008064516,2231
0,0.073147745,13793
1,0.016921775,13000
0,0.351258937,3216
0,2477,0
0,0.261609907,5813
0,0.241135663,7783
0,0.00803428,5600
0,1720,0
0,1.051397656,3326
0,0.549877805,4500
0,0.540983607,3720
2,0.316416365,7723
1,0.681045752,764
0,0.111444278,2000
0,0.16106176,9455
0,0.262611807,8384
0,1824,0
0,0.369590815,6793
0,3162,0
1,0.182881653,10257
0,0.116614347,8600
0,0.694646949,4800
0,0.074155949,4975
0,0.270448637,15000
0,2.797698945,1042
0,0.111131623,10833
0,0.208842479,4500
0,2.604510673,12414
0,0.492021814,4950
0,0.395031809,3300
0,0.316144874,4886
1,3282,0
0,0.004061231,3200
0,0.591477634,4716
0,0.487288997,4916
0,15466,0
0,0.123797734,10500
0,2662,0
0,0.368403802,3050
0,0.51241535,3100
0,0.288417167,6500
2,10,0
0,0.280664917,5714
0,0.480523957,2900
0,0.006799093,7500
0,15,0
0,0.32591852,4000
0,0.138238573,2690
0,0.299246282,4908
0,0.258939285,8333
0,0.026235802,6250
0,0.003478779,10060
0,0.519493502,3000
0,0.664221287,8314
0,4739,0
0,0.009748781,8000
0,1.382629108,3833
0,0.023993145,3500
0,0.108089191,10000
1,0.384441575,3097
0,7,0
0,0.149103029,10200
0,1.243362832,4067
0,269,0
0,0.12290366,8168
0,0.123752495,500
0,0.297933792,4500
0,0.239507959,4145
0,0.366545247,14000
0,4090,0
0,0.63332301,3228
0,0.2226598,3300
0,0.218854341,19167
0,0.266394467,12000
0,0.351699622,4500
1,994,0
0,0.001998002,1000
0,0.517468688,4550
0,0.086482558,2751
0,0.100920343,3150
0,0.199647533,7943
0,1.065901518,2700
0,1.129227053,4139
0,0.112051635,9450
0,0.315983758,5417
0,0.323088235,6799
0,3031,0
0,0.534027778,8639
0,567,0
0,0.343593791,3800
0,0.43369976,5821
0,0.452363811,12500
1,0.427882174,3937
0,0.748071979,3500
0,0.025911708,2083
2,0.370876375,3000
1,0.655812625,3500
0,0.315171207,4000
0,0.144616356,3166
0,0.563752087,9583
0,0.412979783,6825
0,0.342971419,12000
0,0.801999355,3100
0,0.034847816,6800
0,2,0
1,0.726566993,3477
0,2088,0
1,1.104301274,5416
0,0.610841267,5146
0,0.593899089,6916
2,3.382196162,1875
0,1268,0
0,639.5,1
0,0.138461538,7734
0,0.852429514,5000
0,0.089091313,4500
0,974,0
0,0.543625949,7506
0,0.365151154,4200
0,0.342005076,9455
0,0.330733853,5000
0,0.005319149,2255
0,0.010927876,10065
0,0.907538526,2400
0,1593,0
0,0.667835346,7700
0,2177,0
