0,18,2.6,1360,150
0,19,2,1292,112
0,20,2.2,1402,88
0,21,2.2,1376,80
0,22,1.6,1272,51
0,23,1.2,1197,38
1,0,1.2,1185,31
1,1,1,1136,31
1,2,0.9,1094,24
1,3,0.6,1010,19
1,4,-200,1011,14
1,5,0.7,1066,8
1,6,0.7,1052,16
1,7,1.1,1144,29
1,8,2,1333,64
1,9,2.2,1351,87
1,10,1.7,1233,77
1,11,1.5,1179,43
1,12,1.6,1236,61
1,13,1.9,1286,63
1,14,2.9,1371,164
1,15,2.2,1310,79
1,16,2.2,1292,95
1,17,2.9,1383,150
1,18,4.8,1581,307
1,19,6.9,1776,461
1,20,6.1,1640,401
1,21,3.9,1313,197
1,22,1.5,965,61
1,23,1,913,26
2,0,1.7,1080,55
2,1,1.9,1044,53
2,2,1.4,988,40
2,3,0.8,889,21
2,4,-200,831,10
2,5,0.6,847,7
2,6,0.8,927,17
2,7,1.4,1091,33
2,8,4.4,1587,202
2,9,-200,1545,-200
2,10,3.1,1350,208
2,11,2.7,1263,166
2,12,2.1,1206,114
2,13,2.5,1252,140
2,14,2.7,1287,169
2,15,2.9,1353,185
2,16,2.8,1309,165
2,17,2.4,1274,133
2,18,3.9,1510,233
2,19,3.7,1525,242
2,20,6.6,1843,488
2,21,4.4,1598,333
2,22,3.5,1484,215
2,23,5.4,1677,367
3,0,2.7,1280,122
3,1,1.9,1196,67
3,2,1.6,1184,43
3,3,1.7,1172,46
3,4,-200,1147,56
3,5,1,978,30
3,6,1.2,1100,27
3,7,1.5,1112,47
3,8,2.7,1336,132
3,9,3.7,1408,239
3,10,3.2,1447,160
3,11,4.1,1542,283
3,12,3.6,1451,210
3,13,2.8,1328,154
3,14,2,1207,112
3,15,2,1240,108
3,16,2.5,1306,111
3,17,2.3,1326,97
3,18,3.2,1473,191
3,19,4.2,1609,258
3,20,4.2,1611,284
3,21,4.2,1621,269
3,22,3.1,1444,180
3,23,2.6,1418,116
4,0,2.9,1534,93
4,1,2.8,1484,131
4,2,2.5,1367,92
4,3,2.4,1344,132
4,4,-200,1130,56
4,5,1.2,1062,32
4,6,1,1076,29
4,7,0.9,1028,27
4,8,1.4,1155,36
4,9,1.6,1235,57
4,10,2.2,1332,129
4,11,2.8,1445,148
4,12,2.8,1416,145
4,13,2,1281,93
4,14,1.8,1207,84
4,15,1.9,1258,99
4,16,3,1458,150
4,17,2.9,1438,156
4,18,2.5,1478,122
4,19,4.6,1808,262
4,20,5.9,1898,341
4,21,3.4,1560,214
4,22,2.1,1324,100
4,23,2.2,1349,79
5,0,1.8,1239,66
5,1,1.8,1239,73
5,2,1.8,1224,66
5,3,1.1,1078,44
5,4,-200,1078,44
5,5,1,1075,39
5,6,1.4,1157,51
5,7,2.2,1314,107
5,8,5.5,1797,336
5,9,8.1,1961,618
5,10,5.8,1771,438
5,11,4.2,1564,334
5,12,3.1,1430,221
5,13,2.9,1417,207
5,14,2.9,1400,191
5,15,2.5,1317,185
5,16,2.3,1318,141
5,17,2.8,1445,214
5,18,6.1,1917,471
5,19,8,2040,685
5,20,6.5,1895,538
5,21,4.2,1595,319
5,22,3.2,1439,224
5,23,1.4,1142,67
6,0,2.1,1304,155
6,1,1.2,1074,49
6,2,0.8,968,29
6,3,0.7,929,25
6,4,-200,941,25
6,5,0.6,937,17
6,6,0.9,1017,27
6,7,1.3,1171,50
6,8,3.4,1541,218
6,9,3.7,1539,285
6,10,5.3,1735,437
6,11,4.1,1571,327
6,12,3.3,1452,283
6,13,4,1579,366
6,14,3.8,1466,318
6,15,2.8,1280,228
6,16,2.9,1407,201
6,17,2.9,1389,199
6,18,3.4,1447,237
6,19,3.9,1551,261
6,20,3.2,1474,230
6,21,5.1,1800,349
6,22,2.6,1379,183
6,23,1.7,1201,88
7,0,1.7,1205,85
7,1,1.2,1072,47
7,2,0.9,998,34
7,3,0.7,933,26
7,4,-200,883,17
7,5,0.5,869,11
7,6,0.5,891,18
7,7,1.6,1173,84
7,8,4.1,1587,260
7,9,6.6,1852,534
7,10,4.3,1522,368
7,11,2.9,1438,200
7,12,2.5,1393,145
7,13,2.8,1452,188
7,14,2.6,1389,152
7,15,2,1207,103
7,16,2.9,1365,193
7,17,2.5,1247,134
7,18,5,1557,386
7,19,7.6,1973,577
7,20,6.7,1975,523
7,21,5.7,1795,472
7,22,2.8,1444,206
7,23,2.6,1488,216
8,0,2.3,1371,159
8,1,1.4,1161,70
8,2,1,1064,44
8,3,0.7,970,42
8,4,-200,954,28
8,5,0.6,931,20
8,6,0.7,938,26
8,7,1.5,1166,78
8,8,4.7,1643,319
8,9,6.6,1934,506
8,10,4.5,1617,-200
8,11,2.8,1473,-200
8,12,2.2,1379,-200
8,13,2.2,1385,-200
8,14,2.3,1379,-200
8,15,2.2,1322,-200
8,16,2.8,1496,-200
8,17,2.7,1409,-200
8,18,3.7,1513,-200
8,19,5.1,1667,-200
8,20,5.1,1667,-200
8,21,3.2,1430,-200
8,22,2.1,1333,-200
8,23,1.7,1262,-200
9,0,2,1287,-200
9,1,1.6,1134,-200
9,2,0.9,999,-200
9,3,0.7,961,-200
9,4,-200,934,-200
9,5,0.5,913,-200
9,6,0.7,969,-200
9,7,1.5,1182,-200
9,8,4.8,1740,-200
9,9,6.2,1819,-200
9,10,4,1427,-200
9,11,3.3,1390,-200
9,12,2.8,1283,-200
9,13,3,1304,-200
9,14,3.3,1364,-200
9,15,3.5,1410,-200
9,16,4,1476,-200
9,17,4.6,1522,-200
9,18,4.1,1442,-200
9,19,4.5,1469,-200
9,20,3.9,1467,-200
9,21,4,1421,-200
9,22,2.2,1175,-200
9,23,2.1,1215,-200
10,0,1.7,1127,-200
10,1,1.6,1090,-200
10,2,1.3,1017,-200
10,3,1.3,997,-200
10,4,-200,945,-200
10,5,0.8,956,-200
10,6,0.8,966,-200
10,7,1.1,1064,-200
10,8,2.1,1300,-200
10,9,2.4,1348,-200
10,10,2.6,1425,-200
10,11,2.8,1474,-200
10,12,2.6,1490,-200
10,13,2.6,1495,-200
10,14,2.1,1376,-200
10,15,1.7,1305,-200
10,16,1.6,1283,-200
10,17,2.1,1392,-200
10,18,2.3,1452,-200
10,19,3.5,1633,-200
10,20,3.9,1625,-200
10,21,3.3,1535,-200
10,22,2.3,1323,-200
10,23,2.1,1309,-200
11,0,2.8,1456,-200
11,1,2.1,1300,-200
11,2,1.6,1203,-200
11,3,1.6,1195,-200
11,4,-200,1117,-200
11,5,1.1,1062,-200
11,6,0.7,947,-200
11,7,0.8,1065,-200
11,8,1.2,1155,-200
11,9,1.4,1220,-200
11,10,1.7,1301,-200
11,11,1.8,1279,-200
11,12,1.8,1267,-200
11,13,1.9,1239,-200
11,14,1.3,1128,-200
11,15,1.6,1243,-200
11,16,1.9,1208,-200
11,17,2.3,1306,-200
11,18,3.8,1546,-200
11,19,3.5,1501,-200
11,20,4.3,1605,-200
11,21,2.8,1316,-200
11,22,1.9,1195,-200
11,23,1.9,1211,-200
12,0,1.7,1161,-200
12,1,1.5,1095,-200
12,2,0.6,897,-200
12,3,0.4,842,-200
12,4,-200,854,-200
12,5,0.3,845,-200
12,6,0.6,942,-200
12,7,1.2,1090,-200
12,8,3.6,1514,-200
12,9,3.7,1379,-200
12,10,1.8,1074,-200
12,11,1.6,1090,-200
12,12,1.9,1110,-200
12,13,2,1102,-200
12,14,2.2,1100,-200
12,15,2.1,1094,-200
12,16,2.3,1076,451
12,17,2.6,1152,185
12,18,3.8,1407,426
12,19,4.4,1438,672
12,20,4.5,1425,624
12,21,3.3,1279,325
12,22,2,1132,143
12,23,1.1,1006,89
13,0,0.9,982,73
13,1,0.8,969,48
13,2,0.7,941,47
13,3,0.5,892,36
13,4,-200,855,25
13,5,0.3,834,19
13,6,0.5,909,26
13,7,1.1,1061,60
13,8,3,1441,248
13,9,3.8,1498,535
13,10,3.4,1343,340
13,11,3,1308,325
13,12,2.7,1209,267
13,13,3.5,1310,325
13,14,2.8,1171,268
13,15,1.9,1112,136
13,16,2,1132,118
13,17,3,1225,276
13,18,1.9,1065,151
13,19,2.7,1236,236
13,20,3.3,1309,220
13,21,1.7,1089,87
13,22,1.3,1000,81
13,23,1.3,1041,74
14,0,1.2,1045,55
14,1,1.1,997,74
14,2,0.9,948,35
14,3,0.6,878,29
14,4,-200,908,29
14,5,0.6,892,20
14,6,0.8,954,32
14,7,1.2,1045,84
14,8,3.1,1383,245
14,9,4.4,1597,553
14,10,3.4,1318,450
14,11,1.7,1138,118
14,12,1.5,1098,118
14,13,1.7,1118,144
14,14,2.2,1170,159
14,15,-200,1112,122
14,16,2.7,1390,230
14,17,2.8,1353,320
14,18,2.7,1260,263
14,19,4.5,1501,556
14,20,3.5,1273,458
14,21,2.6,1179,214
14,22,1.7,1047,97
14,23,1.3,973,79
15,0,1.3,997,81
15,1,1,970,52
15,2,0.7,902,38
15,3,0.7,921,35
15,4,0.5,858,29
15,5,0.5,878,21
15,6,0.6,893,46
15,7,1.1,1038,55
15,8,2.7,1320,271
15,9,3.5,1353,434
15,10,2.3,1133,300
15,11,1.6,1066,116
15,12,1.3,1027,95
15,13,2,1106,211
15,14,1.9,1038,168
15,15,1.9,1084,154
15,16,2.2,1105,267
15,17,2,1102,143
15,18,2.9,1240,374
15,19,5.2,1443,797
15,20,4.6,1389,698
15,21,2.5,1183,234
15,22,1.5,1014,104
15,23,1.2,979,67
16,0,1.7,1048,88
16,1,1.4,1024,79
16,2,1.2,974,61
16,3,0.6,862,43
16,4,0.7,925,40
16,5,0.8,952,52
16,6,0.9,1005,64
16,7,1.6,1122,88
16,8,3.4,1351,375
16,9,3.8,1408,592
16,10,3.1,1304,357
16,11,2.7,1207,296
16,12,2,1099,181
16,13,2.3,1106,211
16,14,1.9,1009,199
16,15,1.3,962,81
16,16,1.9,1093,143
16,17,2.3,1180,247
16,18,2.4,1168,239
16,19,2.7,1168,267
16,20,2.6,1140,261
16,21,1.5,1001,97
16,22,1.2,953,66
16,23,1.1,972,60
17,0,1.5,1021,77
17,1,1,940,57
17,2,1.2,1046,65
17,3,1.1,1026,59
17,4,-200,983,48
17,5,0.8,915,27
17,6,0.9,935,25
17,7,1.1,976,42
17,8,1.5,1124,78
17,9,1.8,1163,128
17,10,2.1,1167,184
17,11,2.1,1121,156
17,12,1.9,1071,176
17,13,2.1,1065,232
17,14,2.5,1157,305
17,15,1.9,1046,150
17,16,2.2,1147,188
17,17,2.3,1119,221
17,18,2.7,1210,219
17,19,3,1306,306
17,20,2.8,1258,270
17,21,2.2,1148,231
17,22,1.6,1108,125
17,23,2.1,1231,122
18,0,2.3,1293,161
18,1,2.3,1274,101
18,2,1.7,1135,95
18,3,2.2,1151,129
18,4,1.3,1010,96
18,5,0.8,870,54
18,6,1.1,983,63
18,7,1.4,995,72
18,8,1.3,1024,91
18,9,1.9,1163,127
18,10,2.3,1218,193
18,11,2.3,1210,188
18,12,1.8,1114,151
18,13,1.4,995,103
18,14,1,927,55
18,15,1.4,1002,104
18,16,1.3,987,116
18,17,1.3,993,93
18,18,1.4,1012,93
18,19,1.9,1114,155
18,20,1.8,1093,115
18,21,1.1,968,75
18,22,1.1,960,65
18,23,1.1,942,57
19,0,0.9,888,40
19,1,0.6,818,27
19,2,0.5,840,23
19,3,0.7,894,28
19,4,0.6,864,21
19,5,0.7,898,33
19,6,0.9,946,40
19,7,2.9,1309,279
19,8,4.1,1326,743
19,9,1.5,966,147
19,10,1.5,975,97
19,11,1.5,988,118
19,12,1.4,971,91
19,13,1.6,1010,146
19,14,1.5,984,139
19,15,1.4,962,155
19,16,1.5,1012,128
19,17,1.9,1058,166
19,18,2.5,1173,299
19,19,2.1,1127,163
19,20,1.6,1020,154
19,21,1.2,949,80
19,22,1.1,930,58
19,23,1,900,55
20,0,1,899,33
20,1,0.7,866,33
20,2,0.7,900,32
20,3,0.8,949,25
20,4,-200,897,29
20,5,0.7,956,26
20,6,1.1,1054,86
20,7,2.6,1343,294
20,8,4,1584,664
20,9,4.2,1556,695
20,10,4.7,1565,735
20,11,3.9,1429,649
20,12,3.7,1419,586
20,13,3.4,1373,546
20,14,2.2,1185,245
20,15,1.9,1122,178
20,16,1.6,1085,130
20,17,2.1,1249,151
20,18,2.2,1236,272
20,19,2.7,1334,301
20,20,2.4,1264,237
20,21,1.3,1073,95
20,22,1.2,1053,68
20,23,1.5,1098,101
21,0,1.3,1029,81
21,1,1,973,50
21,2,0.9,972,66
21,3,0.5,832,22
21,4,0.5,851,18
