1046.000000,166.000000,1056.000000,113.000000
955.000000,103.000000,1174.000000,92.000000
939.000000,131.000000,1140.000000,114.000000
948.000000,172.000000,1092.000000,122.000000
836.000000,131.000000,1205.000000,116.000000
750.000000,89.000000,1337.000000,96.000000
690.000000,62.000000,1462.000000,77.000000
672.000000,62.000000,1453.000000,76.000000
609.000000,45.000000,1579.000000,60.000000
561.000000,246.896729,1705.000000,113.091248
527.000000,21.000000,1818.000000,34.000000
512.000000,16.000000,1918.000000,28.000000
553.000000,34.000000,1738.000000,48.000000
667.000000,98.000000,1490.000000,82.000000
900.000000,174.000000,1136.000000,112.000000
960.000000,129.000000,1079.000000,101.000000
827.000000,112.000000,1218.000000,98.000000
762.000000,95.000000,1328.000000,92.000000
774.000000,104.000000,1301.000000,95.000000
869.000000,146.000000,1162.000000,112.000000
1034.000000,207.000000,983.000000,128.000000
933.000000,184.000000,1082.000000,126.000000
912.000000,193.000000,1103.000000,131.000000
1020.000000,243.000000,1008.000000,135.000000
1319.000000,281.000000,799.000000,151.000000
1488.000000,383.000000,702.000000,172.000000
1404.000000,351.000000,743.000000,165.000000
1076.000000,240.000000,957.000000,136.000000
749.000000,94.000000,1325.000000,85.000000
629.000000,47.000000,1565.000000,53.000000
805.000000,122.000000,1254.000000,97.000000
829.000000,133.000000,1247.000000,110.000000
718.000000,82.000000,1396.000000,91.000000
574.000000,246.896729,1680.000000,113.091248
506.000000,21.000000,1893.000000,32.000000
501.000000,30.000000,1895.000000,44.000000
571.000000,56.000000,1685.000000,71.000000
730.000000,109.000000,1387.000000,104.000000
1236.000000,307.000000,897.000000,141.000000
1353.000000,246.896729,767.000000,113.091248
1118.000000,187.000000,912.000000,122.000000
1037.000000,216.000000,969.000000,143.000000
986.000000,143.000000,1035.000000,113.000000
1016.000000,160.000000,1008.000000,116.000000
1078.000000,163.000000,949.000000,123.000000
1122.000000,190.000000,922.000000,126.000000
1073.000000,178.000000,954.000000,120.000000
1041.000000,150.000000,1006.000000,119.000000
1277.000000,206.000000,812.000000,149.000000
1246.000000,202.000000,821.000000,145.000000
1610.000000,340.000000,624.000000,170.000000
1299.000000,274.000000,752.000000,149.000000
1127.000000,253.000000,839.000000,139.000000
1346.000000,300.000000,741.000000,134.000000
964.000000,193.000000,963.000000,113.000000
873.000000,139.000000,1071.000000,97.000000
782.000000,83.000000,1176.000000,82.000000
783.000000,246.896729,1179.000000,113.091248
821.000000,109.000000,1132.000000,83.000000
625.000000,62.000000,1420.000000,65.000000
646.000000,53.000000,1406.000000,60.000000
770.000000,139.000000,1228.000000,77.000000
1043.000000,256.000000,935.000000,96.000000
1153.000000,295.000000,830.000000,119.000000
1081.000000,250.000000,869.000000,126.000000
1184.000000,296.000000,808.000000,158.000000
1117.000000,239.000000,875.000000,161.000000
1059.000000,153.000000,987.000000,124.000000
924.000000,118.000000,1088.000000,102.000000
947.000000,119.000000,1049.000000,116.000000
987.000000,138.000000,1004.000000,124.000000
1000.000000,148.000000,976.000000,125.000000
1163.000000,227.000000,831.000000,148.000000
1286.000000,277.000000,758.000000,165.000000
1274.000000,279.000000,754.000000,161.000000
1247.000000,283.000000,762.000000,159.000000
1089.000000,214.000000,844.000000,143.000000
1010.000000,172.000000,892.000000,130.000000
1013.000000,190.000000,889.000000,129.000000
1045.000000,174.000000,880.000000,119.000000
925.000000,128.000000,953.000000,104.000000
968.000000,246.896729,921.000000,113.091248
773.000000,70.000000,1130.000000,82.000000
691.000000,53.000000,1272.000000,70.000000
618.000000,44.000000,1395.000000,63.000000
615.000000,74.000000,1384.000000,67.000000
722.000000,101.000000,1225.000000,84.000000
828.000000,118.000000,1055.000000,83.000000
923.000000,144.000000,952.000000,98.000000
1009.000000,176.000000,878.000000,114.000000
1002.000000,161.000000,907.000000,119.000000
880.000000,113.000000,1084.000000,104.000000
879.000000,103.000000,1104.000000,102.000000
906.000000,112.000000,1081.000000,107.000000
1045.000000,170.000000,974.000000,129.000000
1051.000000,180.000000,943.000000,128.000000
1055.000000,160.000000,929.000000,121.000000
1312.000000,261.000000,753.000000,157.000000
1381.000000,325.000000,681.000000,173.000000
1140.000000,217.000000,784.000000,146.000000
940.000000,146.000000,924.000000,121.000000
933.000000,152.000000,933.000000,119.000000
872.000000,104.000000,985.000000,99.000000
853.000000,106.000000,1010.000000,93.000000
855.000000,108.000000,998.000000,88.000000
734.000000,246.896729,1128.000000,113.091248
711.000000,66.000000,1150.000000,71.000000
703.000000,88.000000,1156.000000,74.000000
830.000000,138.000000,1030.000000,80.000000
966.000000,228.000000,897.000000,89.000000
1451.000000,360.000000,652.000000,114.000000
1701.000000,478.000000,537.000000,149.000000
1470.000000,394.000000,622.000000,157.000000
1300.000000,319.000000,710.000000,155.000000
1120.000000,201.000000,831.000000,134.000000
1146.000000,171.000000,830.000000,119.000000
1162.000000,159.000000,838.000000,111.000000
1053.000000,153.000000,926.000000,104.000000
1033.000000,143.000000,950.000000,99.000000
1141.000000,156.000000,857.000000,110.000000
1601.000000,314.000000,631.000000,162.000000
1754.000000,404.000000,542.000000,187.000000
1573.000000,320.000000,565.000000,165.000000
1294.000000,256.000000,678.000000,145.000000
1159.000000,193.000000,764.000000,125.000000
852.000000,89.000000,1008.000000,101.000000
1019.000000,127.000000,852.000000,103.000000
784.000000,79.000000,1098.000000,88.000000
640.000000,43.000000,1320.000000,61.000000
608.000000,246.896729,1376.000000,113.091248
626.000000,59.000000,1316.000000,59.000000
585.000000,38.000000,1412.000000,52.000000
681.000000,82.000000,1246.000000,64.000000
770.000000,99.000000,1162.000000,70.000000
1185.000000,263.000000,770.000000,97.000000
1287.000000,229.000000,698.000000,95.000000
1431.000000,396.000000,628.000000,150.000000
1297.000000,314.000000,730.000000,162.000000
1250.000000,217.000000,776.000000,154.000000
1359.000000,252.000000,724.000000,161.000000
1309.000000,263.000000,773.000000,161.000000
1136.000000,180.000000,893.000000,128.000000
1197.000000,184.000000,905.000000,129.000000
1173.000000,190.000000,898.000000,133.000000
1235.000000,184.000000,859.000000,139.000000
1271.000000,181.000000,800.000000,137.000000
1173.000000,166.000000,854.000000,143.000000
1426.000000,317.000000,700.000000,177.000000
1101.000000,184.000000,818.000000,138.000000
943.000000,130.000000,935.000000,117.000000
925.000000,132.000000,922.000000,107.000000
784.000000,95.000000,1066.000000,90.000000
714.000000,70.000000,1169.000000,79.000000
625.000000,246.896729,1292.000000,113.091248
577.000000,54.000000,1396.000000,60.000000
554.000000,28.000000,1460.000000,40.000000
576.000000,46.000000,1417.000000,53.000000
878.000000,160.000000,1038.000000,84.000000
1334.000000,320.000000,702.000000,108.000000
1696.000000,377.000000,553.000000,127.000000
1331.000000,280.000000,703.000000,134.000000
1161.000000,221.000000,819.000000,135.000000
1067.000000,210.000000,905.000000,142.000000
1152.000000,204.000000,861.000000,153.000000
1108.000000,161.000000,887.000000,123.000000
994.000000,135.000000,1013.000000,104.000000
1154.000000,186.000000,940.000000,129.000000
1060.000000,147.000000,1032.000000,114.000000
1478.000000,299.000000,793.000000,158.000000
1737.000000,411.000000,617.000000,194.000000
1667.000000,347.000000,597.000000,182.000000
1485.000000,336.000000,653.000000,180.000000
1150.000000,202.000000,770.000000,136.000000
1171.000000,178.000000,731.000000,127.000000
1083.000000,154.000000,796.000000,116.000000
904.000000,92.000000,947.000000,107.000000
787.000000,61.000000,1057.000000,88.000000
687.000000,246.896729,1196.000000,113.091248
645.000000,60.000000,1260.000000,78.000000
623.000000,37.000000,1293.000000,57.000000
650.000000,68.000000,1251.000000,71.000000
885.000000,139.000000,1005.000000,85.000000
1384.000000,339.000000,667.000000,124.000000
1682.000000,421.000000,541.000000,151.000000
1333.000000,349.000000,686.000000,150.000000
1127.000000,224.000000,831.000000,152.000000
1068.000000,171.000000,899.000000,139.000000
1056.000000,149.000000,891.000000,133.000000
1087.000000,137.000000,901.000000,126.000000
1129.000000,149.000000,934.000000,128.000000
1205.000000,172.000000,822.000000,169.000000
1131.000000,166.000000,873.000000,149.000000
1338.000000,214.000000,764.000000,156.000000
1464.000000,280.000000,683.000000,168.000000
1453.000000,276.000000,684.000000,176.000000
1121.000000,178.000000,814.000000,135.000000
989.000000,129.000000,885.000000,121.000000
911.000000,95.000000,948.000000,99.000000
936.000000,126.000000,918.000000,106.000000
840.000000,103.000000,1021.000000,96.000000
688.000000,48.000000,1229.000000,63.000000
622.000000,246.896729,1382.000000,113.091248
569.000000,20.000000,1440.000000,32.000000
525.000000,18.000000,1620.000000,28.000000
607.000000,56.000000,1373.000000,61.000000
845.000000,115.000000,1054.000000,99.000000
1372.000000,320.000000,671.000000,157.000000
1582.000000,357.000000,575.000000,166.000000
1275.000000,253.000000,701.000000,149.000000
1191.000000,218.000000,759.000000,135.000000
1117.000000,192.000000,813.000000,127.000000
1157.000000,176.000000,793.000000,122.000000
1202.000000,198.000000,771.000000,135.000000
