2.600000,1360.000000,150.000000,11.900000,1046.000000,166.000000,1056.000000,113.000000,1692.000000,1268.000000,13.600000,48.900002,0.757800
2.000000,1292.000000,112.000000,9.400000,955.000000,103.000000,1174.000000,92.000000,1559.000000,972.000000,13.300000,47.700001,0.725500
2.200000,1402.000000,88.000000,9.000000,939.000000,131.000000,1140.000000,114.000000,1555.000000,1074.000000,11.900000,54.000000,0.750200
2.200000,1376.000000,80.000000,9.200000,948.000000,172.000000,1092.000000,122.000000,1584.000000,1203.000000,11.000000,60.000000,0.786700
1.600000,1272.000000,51.000000,6.500000,836.000000,131.000000,1205.000000,116.000000,1490.000000,1110.000000,11.200000,59.599998,0.788800
1.200000,1197.000000,38.000000,4.700000,750.000000,89.000000,1337.000000,96.000000,1393.000000,949.000000,11.200000,59.200001,0.784800
1.200000,1185.000000,31.000000,3.600000,690.000000,62.000000,1462.000000,77.000000,1333.000000,733.000000,11.300000,56.799999,0.760300
1.000000,1136.000000,31.000000,3.300000,672.000000,62.000000,1453.000000,76.000000,1333.000000,730.000000,10.700000,60.000000,0.770200
0.900000,1094.000000,24.000000,2.300000,609.000000,45.000000,1579.000000,60.000000,1276.000000,620.000000,10.700000,59.700001,0.764800
0.600000,1010.000000,19.000000,1.700000,561.000000,246.896729,1705.000000,113.091248,1235.000000,501.000000,10.300000,60.200001,0.751700
2.152748,1011.000000,14.000000,1.300000,527.000000,21.000000,1818.000000,34.000000,1197.000000,445.000000,10.100000,60.500000,0.746500
0.700000,1066.000000,8.000000,1.100000,512.000000,16.000000,1918.000000,28.000000,1182.000000,422.000000,11.000000,56.200001,0.736600
0.700000,1052.000000,16.000000,1.600000,553.000000,34.000000,1738.000000,48.000000,1221.000000,472.000000,10.500000,58.099998,0.735300
1.100000,1144.000000,29.000000,3.200000,667.000000,98.000000,1490.000000,82.000000,1339.000000,730.000000,10.200000,59.599998,0.741700
2.000000,1333.000000,64.000000,8.000000,900.000000,174.000000,1136.000000,112.000000,1517.000000,1102.000000,10.800000,57.400002,0.740800
2.200000,1351.000000,87.000000,9.500000,960.000000,129.000000,1079.000000,101.000000,1583.000000,1028.000000,10.500000,60.599998,0.769100
1.700000,1233.000000,77.000000,6.300000,827.000000,112.000000,1218.000000,98.000000,1446.000000,860.000000,10.800000,58.400002,0.755200
1.500000,1179.000000,43.000000,5.000000,762.000000,95.000000,1328.000000,92.000000,1362.000000,671.000000,10.500000,57.900002,0.735200
1.600000,1236.000000,61.000000,5.200000,774.000000,104.000000,1301.000000,95.000000,1401.000000,664.000000,9.500000,66.800003,0.795100
1.900000,1286.000000,63.000000,7.300000,869.000000,146.000000,1162.000000,112.000000,1537.000000,799.000000,8.300000,76.400002,0.839300
2.900000,1371.000000,164.000000,11.500000,1034.000000,207.000000,983.000000,128.000000,1730.000000,1037.000000,8.000000,81.099998,0.873600
