1692.000000,1268.000000,13.600000,48.900002,0.757800
1559.000000,972.000000,13.300000,47.700001,0.725500
1555.000000,1074.000000,11.900000,54.000000,0.750200
1584.000000,1203.000000,11.000000,60.000000,0.786700
1490.000000,1110.000000,11.200000,59.599998,0.788800
1393.000000,949.000000,11.200000,59.200001,0.784800
1333.000000,733.000000,11.300000,56.799999,0.760300
1333.000000,730.000000,10.700000,60.000000,0.770200
1276.000000,620.000000,10.700000,59.700001,0.764800
1235.000000,501.000000,10.300000,60.200001,0.751700
1197.000000,445.000000,10.100000,60.500000,0.746500
1182.000000,422.000000,11.000000,56.200001,0.736600
1221.000000,472.000000,10.500000,58.099998,0.735300
1339.000000,730.000000,10.200000,59.599998,0.741700
1517.000000,1102.000000,10.800000,57.400002,0.740800
1583.000000,1028.000000,10.500000,60.599998,0.769100
1446.000000,860.000000,10.800000,58.400002,0.755200
1362.000000,671.000000,10.500000,57.900002,0.735200
1401.000000,664.000000,9.500000,66.800003,0.795100
1537.000000,799.000000,8.300000,76.400002,0.839300
1730.000000,1037.000000,8.000000,81.099998,0.873600
1647.000000,946.000000,8.300000,79.800003,0.877800
1591.000000,957.000000,9.700000,71.199997,0.856900
1719.000000,1104.000000,9.800000,67.599998,0.818500
2083.000000,1409.000000,10.300000,64.199997,0.806500
2333.000000,1704.000000,9.700000,69.300003,0.831900
2191.000000,1654.000000,9.600000,67.800003,0.813300
1707.000000,1285.000000,9.100000,64.000000,0.741900
1333.000000,821.000000,8.200000,63.400002,0.690500
1252.000000,552.000000,8.200000,60.799999,0.665700
1375.000000,816.000000,8.300000,58.500000,0.643800
1378.000000,832.000000,7.700000,59.700001,0.630800
1304.000000,692.000000,7.100000,61.799999,0.627600
1187.000000,512.000000,7.000000,62.299999,0.626100
1134.000000,384.000000,6.100000,65.900002,0.624800
1155.000000,394.000000,6.300000,65.000000,0.623300
1223.000000,487.000000,6.800000,62.900002,0.623400
1361.000000,748.000000,6.400000,65.099998,0.631600
1900.000000,1400.000000,7.300000,63.099998,0.649900
2058.000000,1588.000000,9.200000,56.200001,0.656100
